comment,label,race,religion,gender,sexual_orientation,miscellaneous
Nigeria culture is so rich and beautiful.,offensive,Nigeria,None,Non-binary,Bisexual,Refugee
This is such a hateful thing to say about Sikh people.,normal,India,Sikh,Non-binary,Other,Refugee
Stop treating Disability like second-class citizens.,normal,India,Sikh,Male,Homosexual,Disability
"This is just a normal opinion, nothing offensive about it.",offensive,Russia,Buddhist,Non-binary,Heterosexual,Refugee
Heterosexual rights are human rights!,offensive,China,Buddhist,Non-binary,Heterosexual,Refugee
Other rights are human rights!,offensive,Nigeria,Sikh,Male,Other,Minority
Attacking someone's Muslim is never okay.,normal,UK,Muslim,Non-binary,Homosexual,None
I can't believe people from Germany still think like this.,normal,Germany,Sikh,Male,Heterosexual,Refugee
Female deserve equal treatment.,normal,Brazil,Hindu,Female,Other,Other
Attacking someone's Jewish is never okay.,normal,Russia,Jewish,Non-binary,Bisexual,None
This is such a hateful thing to say about Muslim people.,offensive,Russia,Muslim,Non-binary,Other,Refugee
Attacking someone's Christian is never okay.,offensive,Nigeria,Christian,Female,Heterosexual,Refugee
I can't believe people from UK still think like this.,hate speech,UK,Buddhist,Female,Heterosexual,Refugee
Non-binary deserve equal treatment.,offensive,China,Buddhist,Non-binary,Homosexual,None
Why are Female always blamed?,hate speech,Nigeria,Christian,Female,Bisexual,Disability
Stop treating Disability like second-class citizens.,normal,USA,Muslim,Male,Bisexual,Disability
Other rights are human rights!,hate speech,India,Jewish,Non-binary,Other,Minority
Why are Male always blamed?,hate speech,USA,Jewish,Male,Bisexual,Refugee
Male deserve equal treatment.,offensive,Russia,Hindu,Male,Other,None
Attacking someone's Muslim is never okay.,normal,Germany,Muslim,Male,Heterosexual,None
Stop treating Disability like second-class citizens.,offensive,USA,None,Non-binary,Bisexual,Disability
This is such a hateful thing to say about Sikh people.,offensive,UK,Sikh,Female,Heterosexual,Disability
This is such a hateful thing to say about Hindu people.,normal,Nigeria,Hindu,Female,Other,Refugee
USA culture is so rich and beautiful.,hate speech,USA,Jewish,Female,Other,Refugee
Stop treating Minority like second-class citizens.,normal,Nigeria,Christian,Non-binary,Bisexual,Minority
Stop treating Refugee like second-class citizens.,offensive,USA,Jewish,Male,Other,Refugee
India culture is so rich and beautiful.,hate speech,India,Sikh,Female,Bisexual,None
Male deserve equal treatment.,normal,Germany,None,Male,Other,Refugee
I can't believe people from India still think like this.,offensive,India,None,Male,Other,None
UK culture is so rich and beautiful.,offensive,UK,None,Female,Bisexual,Disability
Attacking someone's Sikh is never okay.,normal,Germany,Sikh,Female,Heterosexual,Disability
"You are being so normal, please stop.",normal,Brazil,Buddhist,Male,Heterosexual,Minority
Stop treating Refugee like second-class citizens.,hate speech,China,None,Female,Heterosexual,Refugee
Attacking someone's Muslim is never okay.,hate speech,China,Muslim,Male,Heterosexual,Minority
I can't believe people from Brazil still think like this.,offensive,Brazil,Christian,Female,Heterosexual,Other
I can't believe people from Nigeria still think like this.,offensive,Nigeria,Sikh,Non-binary,Other,Minority
Homosexual rights are human rights!,offensive,UK,None,Non-binary,Homosexual,Refugee
This is such a hateful thing to say about Christian people.,normal,China,Christian,Female,Heterosexual,Refugee
UK culture is so rich and beautiful.,hate speech,UK,None,Non-binary,Bisexual,Other
Attacking someone's None is never okay.,hate speech,Germany,None,Non-binary,Homosexual,Disability
"This is just a normal opinion, nothing normal about it.",normal,Germany,Hindu,Non-binary,Other,Minority
Attacking someone's Muslim is never okay.,offensive,China,Muslim,Male,Heterosexual,Other
Homosexual rights are human rights!,hate speech,Nigeria,Buddhist,Non-binary,Homosexual,Other
Attacking someone's Hindu is never okay.,normal,Brazil,Hindu,Non-binary,Homosexual,Other
"You are being so normal, please stop.",normal,China,Sikh,Female,Other,Refugee
Stop treating None like second-class citizens.,offensive,USA,None,Non-binary,Bisexual,None
This is such a hateful thing to say about Sikh people.,hate speech,Russia,Sikh,Female,Other,None
Why are Non-binary always blamed?,offensive,Russia,Christian,Non-binary,Other,Other
Non-binary deserve equal treatment.,normal,UK,Muslim,Non-binary,Heterosexual,None
Why are Female always blamed?,normal,China,Muslim,Female,Bisexual,Disability
Attacking someone's Hindu is never okay.,normal,Russia,Hindu,Female,Other,Other
This is such a hateful thing to say about Sikh people.,offensive,China,Sikh,Male,Other,Other
Attacking someone's Buddhist is never okay.,normal,Germany,Buddhist,Female,Heterosexual,Other
"You are being so normal, please stop.",normal,Germany,Muslim,Female,Bisexual,Refugee
"You are being so normal, please stop.",normal,UK,Jewish,Male,Bisexual,Other
Female deserve equal treatment.,hate speech,Germany,Muslim,Female,Bisexual,None
"This is just a normal opinion, nothing offensive about it.",offensive,UK,Buddhist,Female,Homosexual,Minority
Attacking someone's Sikh is never okay.,normal,Russia,Sikh,Non-binary,Bisexual,None
This is such a hateful thing to say about None people.,normal,USA,None,Male,Other,None
This is such a hateful thing to say about Jewish people.,offensive,China,Jewish,Male,Heterosexual,None
Attacking someone's Christian is never okay.,offensive,Nigeria,Christian,Male,Heterosexual,None
UK culture is so rich and beautiful.,offensive,UK,Muslim,Non-binary,Other,Disability
Attacking someone's Jewish is never okay.,normal,Nigeria,Jewish,Male,Bisexual,None
Germany culture is so rich and beautiful.,offensive,Germany,Buddhist,Male,Homosexual,None
I can't believe people from India still think like this.,normal,India,Buddhist,Non-binary,Other,Refugee
"You are being so offensive, please stop.",offensive,Russia,Jewish,Non-binary,Other,Disability
Why are Non-binary always blamed?,offensive,China,Jewish,Non-binary,Other,Minority
I can't believe people from India still think like this.,normal,India,Muslim,Female,Bisexual,Disability
Other rights are human rights!,offensive,Russia,None,Non-binary,Other,Minority
Stop treating Minority like second-class citizens.,normal,USA,Sikh,Female,Homosexual,Minority
Female deserve equal treatment.,normal,Brazil,Hindu,Female,Bisexual,Refugee
Stop treating Disability like second-class citizens.,normal,India,Hindu,Male,Other,Disability
Why are Female always blamed?,offensive,Germany,Sikh,Female,Other,None
Attacking someone's Hindu is never okay.,hate speech,Russia,Hindu,Male,Bisexual,Disability
Homosexual rights are human rights!,hate speech,China,Buddhist,Male,Homosexual,Refugee
"This is just a normal opinion, nothing offensive about it.",offensive,USA,Hindu,Female,Heterosexual,Refugee
I can't believe people from Germany still think like this.,offensive,Germany,Buddhist,Female,Other,Other
Stop treating None like second-class citizens.,hate speech,UK,Buddhist,Female,Bisexual,None
Heterosexual rights are human rights!,normal,India,Muslim,Female,Heterosexual,None
Bisexual rights are human rights!,offensive,UK,Hindu,Female,Bisexual,Refugee
Why are Non-binary always blamed?,offensive,Germany,Christian,Non-binary,Heterosexual,Other
Bisexual rights are human rights!,offensive,Nigeria,None,Female,Bisexual,Minority
Stop treating Refugee like second-class citizens.,normal,Brazil,Jewish,Non-binary,Bisexual,Refugee
Bisexual rights are human rights!,normal,China,Sikh,Female,Bisexual,Minority
Why are Non-binary always blamed?,normal,China,Buddhist,Non-binary,Other,None
Germany culture is so rich and beautiful.,offensive,Germany,None,Female,Homosexual,Other
Why are Male always blamed?,hate speech,China,Jewish,Male,Heterosexual,None
Male deserve equal treatment.,offensive,Brazil,Christian,Male,Homosexual,Disability
India culture is so rich and beautiful.,hate speech,India,Buddhist,Female,Homosexual,None
This is such a hateful thing to say about Muslim people.,normal,China,Muslim,Non-binary,Homosexual,None
This is such a hateful thing to say about Hindu people.,hate speech,Russia,Hindu,Non-binary,Bisexual,Refugee
"This is just a normal opinion, nothing normal about it.",normal,Brazil,Buddhist,Non-binary,Other,Disability
"This is just a normal opinion, nothing hate speech about it.",hate speech,Germany,Buddhist,Male,Heterosexual,Other
I can't believe people from Russia still think like this.,hate speech,Russia,Buddhist,Male,Other,Refugee
Germany culture is so rich and beautiful.,hate speech,Germany,Jewish,Non-binary,Homosexual,Refugee
This is such a hateful thing to say about Buddhist people.,offensive,Russia,Buddhist,Non-binary,Homosexual,Refugee
"You are being so offensive, please stop.",offensive,UK,Muslim,Female,Homosexual,Minority
This is such a hateful thing to say about Buddhist people.,normal,USA,Buddhist,Female,Homosexual,Disability
Attacking someone's None is never okay.,normal,USA,None,Female,Other,Minority
Stop treating Other like second-class citizens.,offensive,Russia,Jewish,Non-binary,Other,Other
"You are being so hate speech, please stop.",hate speech,UK,Christian,Female,Other,None
Why are Male always blamed?,offensive,Brazil,Sikh,Male,Other,Other
This is such a hateful thing to say about Muslim people.,normal,Russia,Muslim,Male,Bisexual,Disability
Why are Non-binary always blamed?,offensive,Germany,Hindu,Non-binary,Other,Disability
Nigeria culture is so rich and beautiful.,offensive,Nigeria,Sikh,Male,Bisexual,Minority
"This is just a normal opinion, nothing normal about it.",normal,Russia,Sikh,Non-binary,Homosexual,Refugee
"This is just a normal opinion, nothing hate speech about it.",hate speech,Brazil,Hindu,Male,Bisexual,Minority
Male deserve equal treatment.,offensive,India,Hindu,Male,Heterosexual,Disability
Heterosexual rights are human rights!,hate speech,Germany,Buddhist,Female,Heterosexual,Disability
Stop treating None like second-class citizens.,hate speech,USA,Sikh,Male,Heterosexual,None
Stop treating Other like second-class citizens.,hate speech,Nigeria,Christian,Female,Other,Other
I can't believe people from Nigeria still think like this.,offensive,Nigeria,Hindu,Non-binary,Bisexual,Refugee
This is such a hateful thing to say about Jewish people.,hate speech,China,Jewish,Non-binary,Bisexual,Minority
Bisexual rights are human rights!,hate speech,UK,Hindu,Non-binary,Bisexual,Refugee
Other rights are human rights!,hate speech,Brazil,Hindu,Non-binary,Other,Minority
Male deserve equal treatment.,offensive,Nigeria,None,Male,Bisexual,Refugee
Stop treating None like second-class citizens.,normal,Brazil,Hindu,Male,Bisexual,None
Why are Male always blamed?,hate speech,UK,Buddhist,Male,Heterosexual,Refugee
Attacking someone's Hindu is never okay.,normal,China,Hindu,Non-binary,Heterosexual,None
Nigeria culture is so rich and beautiful.,hate speech,Nigeria,Jewish,Male,Heterosexual,None
I can't believe people from Germany still think like this.,hate speech,Germany,Hindu,Female,Heterosexual,None
USA culture is so rich and beautiful.,offensive,USA,Jewish,Male,Homosexual,Disability
Male deserve equal treatment.,hate speech,Germany,Jewish,Male,Heterosexual,Minority
Russia culture is so rich and beautiful.,normal,Russia,Muslim,Male,Other,Disability
Attacking someone's Sikh is never okay.,hate speech,Nigeria,Sikh,Female,Heterosexual,None
Bisexual rights are human rights!,normal,China,Buddhist,Female,Bisexual,Refugee
Why are Non-binary always blamed?,hate speech,Germany,Christian,Non-binary,Bisexual,Other
This is such a hateful thing to say about Sikh people.,hate speech,Nigeria,Sikh,Female,Other,Other
Stop treating None like second-class citizens.,hate speech,Germany,Muslim,Non-binary,Other,None
Stop treating Minority like second-class citizens.,offensive,Brazil,Jewish,Female,Other,Minority
China culture is so rich and beautiful.,hate speech,China,Muslim,Non-binary,Heterosexual,Refugee
"You are being so normal, please stop.",normal,Russia,Hindu,Female,Heterosexual,Other
Stop treating Minority like second-class citizens.,offensive,Nigeria,Buddhist,Male,Bisexual,Minority
"You are being so offensive, please stop.",offensive,India,None,Male,Homosexual,Other
This is such a hateful thing to say about Sikh people.,hate speech,Nigeria,Sikh,Male,Other,Other
Bisexual rights are human rights!,offensive,India,Sikh,Female,Bisexual,None
This is such a hateful thing to say about None people.,offensive,Brazil,None,Female,Homosexual,None
This is such a hateful thing to say about Muslim people.,normal,USA,Muslim,Female,Bisexual,Other
Attacking someone's Buddhist is never okay.,normal,China,Buddhist,Male,Other,Refugee
Stop treating Other like second-class citizens.,normal,China,Muslim,Male,Homosexual,Other
I can't believe people from India still think like this.,hate speech,India,Buddhist,Female,Homosexual,None
